Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
757,Sicario,84872444,46889293,37983151,2015.csv,2015,0.5524678068655593,0.44753219313444065
758,Carrie,84790678,35266619,49524059,2013.csv,2013,0.41592566343201076,0.5840743365679892
759,The Judge,84419388,47119388,37300000,2014.csv,2014,0.5581583699706517,0.44184163002934823
760,What to Expect When You're Expecting,84384002,41152203,43231799,2012.csv,2012,0.4876777828100639,0.5123222171899361
761,Leap!,84197417,2844490,81352927,2016.csv,2016,0.0337835779451524,0.9662164220548476
762,Finding Mr. Right,84112033,6945,84105088,2013.csv,2013,8.256844772733052e-05,0.9999174315522726
763,Our Times,83867493,0,83867493,2015.csv,2015,0.0,1.0
764,Mortal Kombat,83726031,42326031,41400000,2021.csv,2021,0.5055301259891324,0.49446987401086767
765,Mortal Engines,83672673,15951040,67721633,2018.csv,2018,0.19063619492591088,0.8093638050740891
766,Rings,83080890,27793018,55287872,2017.csv,2017,0.33452961324800445,0.6654703867519955
767,Suck Me Shakespeer 2,83027924,0,83027924,2015.csv,2015,0.0,1.0
768,Savages,82966152,47382068,35584084,2012.csv,2012,0.5711011883496778,0.4288988116503222
769,Once Upon A Time,82886178,485728,82400450,2017.csv,2017,0.005860180933906736,0.9941398190660933
770,The Fighter Pilot,82879386,0,82879386,2013.csv,2013,0.0,1.0
771,Sinister,82515113,48086903,34428210,2012.csv,2012,0.5827647960683275,0.4172352039316725
772,Act of Valor,82497035,70012847,12484188,2012.csv,2012,0.8486710704208945,0.1513289295791055
773,Hitman: Agent 47,82347656,22467450,59880206,2015.csv,2015,0.2728365455842483,0.7271634544157517
774,Tiny Times 3.0,82320000,0,82320000,2014.csv,2014,0.0,1.0
775,Miracle in Cell No. 7,82101723,0,82101723,2013.csv,2013,0.0,1.0
776,Ouija: Origin of Evil,81705746,35144505,46561241,2016.csv,2016,0.43013504827432825,0.5698649517256718
777,One Piece: Stampede,81562741,1298528,80264213,2019.csv,2019,0.01592060276640286,0.9840793972335972
778,Frankenweenie,81491068,35291068,46200000,2012.csv,2012,0.43306670124877983,0.5669332987512202
779,Wolf Warrior,81411331,0,81411331,2015.csv,2015,0.0,1.0
780,Gone with the Bullets,81387479,0,81387479,2014.csv,2014,0.0,1.0
781,iPartment the Movie,81096321,0,81096321,2018.csv,2018,0.0,1.0
782,Underworld: Blood Wars,81093313,30353973,50739340,2016.csv,2016,0.37430919858953104,0.625690801410469
783,Doraemon the Movie: Nobita's Treasure Island,80920916,0,80920916,2018.csv,2018,0.0,1.0
784,A Dog's Way Home,80708134,42004346,38703788,2019.csv,2019,0.5204474929379485,0.4795525070620515
785,Go Away Mr. Tumor,80606893,286639,80320254,2015.csv,2015,0.0035560110225312867,0.9964439889774687
786,Caught in Time,80543319,0,80543319,2020.csv,2020,0.0,1.0
787,Den of Thieves,80509622,44947622,35562000,2018.csv,2018,0.5582888216764947,0.44171117832350526
788,Muppets Most Wanted,80383113,51183113,29200000,2014.csv,2014,0.6367396221641727,0.36326037783582726
789,Hereditary,80200936,44069456,36131480,2018.csv,2018,0.5494880508626483,0.4505119491373517
790,The Wedding Ringer,79799880,64460211,15339669,2015.csv,2015,0.8077732823658381,0.19222671763416185
791,The Grey,79781695,51580236,28201459,2012.csv,2012,0.6465171741462751,0.353482825853725
792,Paradox,79226860,0,79226860,2017.csv,2017,0.0,1.0
793,Manchester by the Sea,78988148,47695371,31292777,2016.csv,2016,0.603829463124012,0.396170536875988
794,Lady Bird,78965611,48958273,30007338,2017.csv,2017,0.6199948608008617,0.3800051391991382
795,Paranormal Activity: The Ghost Dimension,78903124,18300124,60603000,2015.csv,2015,0.2319315519116835,0.7680684480883165
796,The Boss,78844582,63285885,15558697,2016.csv,2016,0.8026662504216207,0.1973337495783794
797,Code Blue: The Movie,78778562,0,78778562,2018.csv,2018,0.0,1.0
798,Spanish Affair,78768613,0,78768613,2014.csv,2014,0.0,1.0
799,The Attorney,78547586,557236,77990350,2013.csv,2013,0.007094247301247424,0.9929057526987526
800,The Family,78418811,36918811,41500000,2013.csv,2013,0.47079024189744473,0.5292097581025552
801,Scary Movie V,78378744,32015787,46362957,2013.csv,2013,0.4084753769465864,0.5915246230534136
802,R.I.P.D.,78324220,33618855,44705365,2013.csv,2013,0.4292268087700075,0.5707731912299925
803,Jackass Forever,78299422,57543732,20755690,2022.csv,2022,0.7349189882908714,0.26508101170912857
804,If I Stay,78274843,50474843,27800000,2014.csv,2014,0.6448411911857811,0.3551588088142189
805,Tag,78130625,54730625,23400000,2018.csv,2018,0.7005015638874001,0.2994984361125999
806,Head Full of Honey,78127384,0,78127384,2014.csv,2014,0.0,1.0
807,The Left Ear,78015473,0,78015473,2015.csv,2015,0.0,1.0
808,Boonie Bears: The Wild Life,77961427,0,77961427,2021.csv,2021,0.0,1.0
809,Shin Godzilla,77947607,1918403,76029204,2016.csv,2016,0.024611441888139043,0.975388558111861
810,Tiny Times 4.0,77750000,0,77750000,2015.csv,2015,0.0,1.0
811,Tiny Times,77717014,23462,77693552,2013.csv,2013,0.0003018901369525082,0.9996981098630475
812,Suck Me Shakespeer,77676735,0,77676735,2013.csv,2013,0.0,1.0
813,Candyman,77411570,61186570,16225000,2021.csv,2021,0.7904060077841077,0.20959399221589228
814,Diary of a Wimpy Kid: Dog Days,77229695,49008662,28221033,2012.csv,2012,0.6345831354118386,0.3654168645881613
815,Fantastica: A Boonie Bears Adventure,77151096,0,77151096,2017.csv,2017,0.0,1.0
816,Mike and Dave Need Wedding Dates,77068246,46009673,31058573,2016.csv,2016,0.596999093504736,0.40300090649526393
817,The Forever Purge,76994245,44539245,32455000,2021.csv,2021,0.5784749886176558,0.4215250113823442
818,"I, Frankenstein",76801179,19075290,57725889,2014.csv,2014,0.248372358971208,0.751627641028792
819,Sanju,76693052,7909317,68783735,2018.csv,2018,0.10312951165380665,0.8968704883461933
820,The Book Thief,76586316,21488481,55097835,2013.csv,2013,0.28057859578987976,0.7194214042101202
821,Cold Pursuit,76419755,32138862,44280893,2019.csv,2019,0.42055698817668286,0.5794430118233171
822,Kubo and the Two Strings,76249438,48023088,28226350,2016.csv,2016,0.6298156322148892,0.37018436778511077
823,Vice,76073488,47836282,28237206,2018.csv,2018,0.6288167304751426,0.3711832695248573
824,Widows,75984700,42402632,33582068,2018.csv,2018,0.5580417110286676,0.4419582889713324
825,Quo vado?,75878701,0,75878701,2016.csv,2016,0.0,1.0
826,Sicario: Day of the Soldado,75837743,50072235,25765508,2018.csv,2018,0.6602548153364743,0.33974518466352566
827,A Dog's Journey,75741734,22782371,52959363,2019.csv,2019,0.30079019579879174,0.6992098042012083
828,Bajrangi Bhaijaan,75547184,8178001,67369183,2015.csv,2015,0.10825024265629808,0.8917497573437019
829,Searching,75462037,26020957,49441080,2018.csv,2018,0.3448218208050758,0.6551781791949242
830,The Spy Who Dumped Me,75320680,33562069,41758611,2018.csv,2018,0.4455890334500432,0.5544109665499568
831,1921,75159828,0,75159828,2021.csv,2021,0.0,1.0
832,West Side Story,75119320,38460444,36658876,2021.csv,2021,0.5119913758537751,0.488008624146225
833,Animal World,74922830,0,74922830,2018.csv,2018,0.0,1.0
834,Boo! A Madea Halloween,74827344,73206343,1621001,2016.csv,2016,0.9783367828744529,0.021663217125547047
835,A Madea Family Funeral,74747725,73257045,1490680,2019.csv,2019,0.9800571856869222,0.019942814313077754
836,Crimson Peak,74679822,31090320,43589502,2014.csv,2014,0.4163148648104705,0.5836851351895295
837,Escape from Planet Earth,74597643,57012977,17584666,2013.csv,2013,0.7642731687916735,0.23572683120832652
838,Thermae Romae,74285251,0,74285251,2012.csv,2012,0.0,1.0
839,One Piece Film Z,74223861,0,74223861,2012.csv,2012,0.0,1.0
840,August: Osage County,74188937,37738810,36450127,2013.csv,2013,0.5086851426379111,0.4913148573620889
841,Miracles from Heaven,73983003,61705123,12277880,2016.csv,2016,0.8340445845378837,0.16595541546211634
842,Cats,73833348,27166770,46666578,2019.csv,2019,0.3679471503852162,0.6320528496147838
843,Charlie's Angels,73279888,17803077,55476811,2019.csv,2019,0.24294629107511737,0.7570537089248827
844,War Room,73267874,67790117,5477757,2015.csv,2015,0.9252365777666758,0.07476342223332426
845,To Rome with Love,73244881,16685867,56559014,2012.csv,2012,0.22780932636097806,0.7721906736390219
846,Here Comes the Boom,73100172,45290318,27809854,2012.csv,2012,0.6195651359069305,0.3804348640930694
847,My Old Classmate,73052128,0,73052128,2014.csv,2014,0.0,1.0
848,Bayside Shakedown the Final,72867395,0,72867395,2012.csv,2012,0.0,1.0
849,The Best Man Holiday,72835710,70525195,2310515,2013.csv,2013,0.9682777170703766,0.0317222829296234
850,The Bélier Family,72751538,0,72751538,2014.csv,2014,0.0,1.0
851,The Transporter Refueled,72629670,16029670,56600000,2015.csv,2015,0.22070415575342694,0.779295844246573
852,Amazing China,72506343,0,72506343,2018.csv,2018,0.0,1.0
853,Doctor Sleep,72381712,31581712,40800000,2019.csv,2019,0.4363217051290525,0.5636782948709476
854,Second Act,72282227,39282227,33000000,2018.csv,2018,0.5434562357908536,0.45654376420914644
855,What Men Want,72216294,54611903,17604391,2019.csv,2019,0.7562268841987377,0.24377311580126224
856,Run All Night,71561644,26461644,45100000,2015.csv,2015,0.3697741208963841,0.6302258791036159
857,Brick Mansions,71416730,20396829,51019901,2014.csv,2014,0.28560295325759105,0.714397046742409
858,The Counselor,71009334,16973715,54035619,2013.csv,2013,0.23903498376706364,0.7609650162329363
859,Son of God,70829270,59700064,11129206,2014.csv,2014,0.842872784090532,0.15712721590946793
860,I Am Not Madame Bovary,70826207,436798,70389409,2016.csv,2016,0.006167180461887504,0.9938328195381125
861,Spirited Away 2018 Re-release,70186029,1175067,69010962,2018.csv,2018,0.016742178133485795,0.9832578218665142
862,Think Like a Man Too,70181428,65182182,4999246,2014.csv,2014,0.9287668241803231,0.07123317581967696
863,See You Tomorrow,70065569,0,70065569,2016.csv,2016,0.0,1.0
864,Hitman's Wife's Bodyguard,70060492,38014727,32045765,2021.csv,2021,0.5425986303379086,0.45740136966209144
865,The Cabin in the Woods,69935600,42073277,27862323,2012.csv,2012,0.6016002865493397,0.39839971345066033
866,Sole a catinelle,69903094,0,69903094,2013.csv,2013,0.0,1.0
867,After,69518232,12138565,57379667,2019.csv,2019,0.1746098059570905,0.8253901940429095
868,Exit,69501772,470699,69031073,2019.csv,2019,0.006772474808268198,0.9932275251917319
869,Playing with Fire,69412425,44451847,24960578,2019.csv,2019,0.6404018732957392,0.3595981267042608
870,13 Hours,69411370,52853219,16558151,2015.csv,2015,0.7614490104431018,0.23855098955689824
871,Finding Nemo 2012 3D Release,69328283,41128283,28200000,2012.csv,2012,0.5932396017942634,0.4067603982057366
872,Anna Karenina,68929150,12816367,56112783,2012.csv,2012,0.18593536986891612,0.8140646301310839
873,Running Man,68782475,310978,68471497,2015.csv,2015,0.004521180722269735,0.9954788192777303
874,The Nut Job 2: Nutty by Nature,68743485,28370522,40372963,2017.csv,2017,0.41270124725273966,0.5872987527472603
875,The Call,68572631,51872378,16700253,2013.csv,2013,0.7564589143444124,0.24354108565558757
876,One Direction: This Is Us,68532898,28873374,39659524,2013.csv,2013,0.4213067715303678,0.5786932284696322
877,Stalingrad,68316452,1013945,67302507,2013.csv,2013,0.014841886109659207,0.9851581138903408
878,The Watch,68267862,35353000,32914862,2012.csv,2012,0.5178571433802922,0.4821428566197078
879,Moonrise Kingdom,68263166,45512466,22750700,2012.csv,2012,0.6667207026407185,0.3332792973592816
880,The Yin-Yang Master: Dream of Eternity,68000000,0,68000000,2020.csv,2020,0.0,1.0
881,Shoplifters,67999335,3313513,64685822,2018.csv,2018,0.04872860889007223,0.9512713911099278
882,A Beautiful Day in the Neighborhood,67925733,61704055,6221678,2019.csv,2019,0.9084046984078921,0.09159530159210796
883,Jersey Boys,67647013,47047013,20600000,2014.csv,2014,0.6954780545890474,0.30452194541095257
884,The Secret of the Gods,67537798,0,67537798,2012.csv,2012,0.0,1.0
885,12 Strong,67450815,45819713,21631102,2018.csv,2018,0.6793055502739292,0.32069444972607075
886,American Assassin,67234188,36249674,30984514,2017.csv,2017,0.5391553773208356,0.4608446226791644
887,War,67179155,4654000,62525155,2019.csv,2019,0.06927744178979328,0.9307225582102068
888,The Giver,66980456,45090374,21890082,2014.csv,2014,0.6731870263767687,0.32681297362323125
889,Madea's Witness Protection,66899242,65653242,1246000,2012.csv,2012,0.9813749758181116,0.018625024181888338
890,Mulan,66800000,0,66800000,2020.csv,2020,0.0,1.0
891,Selma,66787908,52076908,14711000,2014.csv,2014,0.779735577284439,0.22026442271556101
892,Dog,66757302,56344938,10412364,2022.csv,2022,0.8440265905293776,0.1559734094706224
893,A Violent Prosecutor,66736633,0,66736633,2015.csv,2015,0.0,1.0
894,Victoria & Abdul,66558465,22245070,44313395,2017.csv,2017,0.33421849497280326,0.6657815050271968
895,"Love, Simon",66316289,40826341,25489948,2018.csv,2018,0.615630663531248,0.38436933646875204
896,Mile 22,66308758,36108758,30200000,2018.csv,2018,0.5445548836851989,0.4554451163148011
897,One Piece Film: Gold,66207073,423593,65783480,2016.csv,2016,0.00639800221949096,0.9936019977805091
898,Life of the Party,65859911,53059911,12800000,2018.csv,2018,0.8056480823364611,0.1943519176635389
899,Beijing Love Story,65842375,428318,65414057,2014.csv,2014,0.0065052027664554936,0.9934947972335445
900,The Age of Adaline,65663276,42629776,23033500,2015.csv,2015,0.6492179281460158,0.35078207185398425
901,Eiga Doraemon: Nobita no getsumen tansaki,65406606,0,65406606,2019.csv,2019,0.0,1.0
902,Moonlight,65336603,27854932,37481671,2016.csv,2016,0.42632966394044086,0.5736703360595592
903,The House That Never Dies,65220000,0,65220000,2014.csv,2014,0.0,1.0
904,Stand by Me Doraemon 2,65201374,0,65201374,2020.csv,2020,0.0,1.0
905,The Pirates,64858224,415775,64442449,2014.csv,2014,0.006410520892462304,0.9935894791075377
906,God's Not Dead,64667874,60755732,3912142,2014.csv,2014,0.9395040882277961,0.060495911772203925
907,Happy Death Day 2U,64600152,28148130,36452022,2019.csv,2019,0.43572854131984085,0.5642714586801592
908,L Storm,64517456,0,64517456,2018.csv,2018,0.0,1.0
909,Monster Trucks,64493915,33370166,31123749,2016.csv,2016,0.5174157282900255,0.4825842717099745
910,Monk Comes Down the Mountain,64455686,0,64455686,2015.csv,2015,0.0,1.0
911,Capernaum,64417003,1661096,62755907,2018.csv,2018,0.025786607923997954,0.974213392076002
912,Fences,64414761,57682904,6731857,2016.csv,2016,0.8954920130806664,0.10450798691933359
913,Zhongkui: Snow Girl and the Dark Crystal,64325947,165428,64160519,2015.csv,2015,0.002571714956641058,0.9974282850433589
914,Isle of Dogs,64241499,32015231,32226268,2018.csv,2018,0.49835747139088393,0.5016425286091161
915,Suck Me Shakespeer 3,64236772,0,64236772,2017.csv,2017,0.0,1.0
916,The Rescue,64203587,18797,64184790,2020.csv,2020,0.0002927718041672656,0.9997072281958327
917,Thunder and the House of Magic,64197205,4091,64193114,2013.csv,2013,6.372551577595941e-05,0.9999362744842241
918,The Danish Girl,64191523,11114018,53077505,2015.csv,2015,0.1731384064528271,0.8268615935471729
919,The Boy,64188367,35819556,28368811,2015.csv,2015,0.5580381255064488,0.4419618744935511
920,The Grandmaster,64076736,6594959,57481777,2013.csv,2013,0.10292282990194757,0.8970771700980524
921,The Pirate Fairy,63998725,0,63998725,2014.csv,2014,0.0,1.0
922,The Inbetweeners 2,63852235,0,63852235,2014.csv,2014,0.0,1.0
923,"Hail, Caesar!",63647656,30498085,33149571,2016.csv,2016,0.4791705919225054,0.5208294080774947
924,Begin Again,63464861,16170632,47294229,2014.csv,2014,0.25479661887229216,0.7452033811277078
925,Side Effects,63414135,32172757,31241378,2013.csv,2013,0.5073436229950941,0.49265637700490594
926,The Host,63365859,26627201,36738658,2013.csv,2013,0.42021368320754554,0.5797863167924544
927,Belle,63322814,4006300,59316514,2021.csv,2021,0.06326787688241398,0.936732123117586
928,The Hundred Regiments Offensive,63230000,0,63230000,2015.csv,2015,0.0,1.0
929,Detective Conan: Crimson Love Letter,63144805,0,63144805,2017.csv,2017,0.0,1.0
930,The Longest Ride,62944815,37446117,25498698,2015.csv,2015,0.5949039170263667,0.4050960829736333
931,Unfriended,62882090,32482090,30400000,2015.csv,2015,0.5165555088897331,0.4834444911102668
932,The Mountain Between Us,62832209,30348555,32483654,2017.csv,2017,0.48300951825519933,0.5169904817448007
933,The Star,62812974,40852824,21960150,2017.csv,2017,0.65038830990553,0.34961169009446996
934,The Nice Guys,62788218,36261763,26526455,2016.csv,2016,0.5775249585837904,0.4224750414162097
935,Beauty and the Beast 2012 3D Release,62767829,47617067,15150762,2012.csv,2012,0.7586221757008674,0.2413778242991326
936,Runner Runner,62675095,19316646,43358449,2013.csv,2013,0.3082028994132358,0.6917971005867641
937,How to Be a Latin Lover,62547032,32149404,30397628,2017.csv,2017,0.5140036700702281,0.4859963299297719
938,The White Haired Witch of Lunar Kingdom,62515046,0,62515046,2014.csv,2014,0.0,1.0
939,Andhadhun,62475342,1193046,61282296,2018.csv,2018,0.019096270013215774,0.9809037299867842
